Sample	Inferred_sex	Median_depth_sex_scaffolds	Nreads	NreadsNormalizing	minNormDepNormalizing	maxNormDepNormalizing
TimbAby_0973.Cattle.idxstats.txt	heteromorphic	NA	304856408	74716941	0.627372880045096	1.15402033704338
TimbAby_0974.Cattle.idxstats.txt	heteromorphic	NA	378512098	92282717	0.632785031658079	1.13302431492835
TimbAby_0976.Cattle.idxstats.txt	heteromorphic	NA	290125763	70086109	0.626236356469911	1.1666375620969
TimbSom_0977.Cattle.idxstats.txt	homomorphic	NA	339155940	90322369	0.958133864605206	1.09465521865214
TimbSom_0978.Cattle.idxstats.txt	heteromorphic	NA	268857980	65906841	0.619911041277973	1.12215620994815
TimbSom_0980.Cattle.idxstats.txt	heteromorphic	NA	376809359	92196518	0.582662176497738	1.11525080327077
TimbSom_0981.Cattle.idxstats.txt	heteromorphic	NA	291485723	72713231	0.628873436550587	1.10385716095911
TimbSom_0982.Cattle.idxstats.txt	heteromorphic	NA	279431427	68999627	0.623387417488945	1.11887504913953
TimbUga_0983.Cattle.idxstats.txt	heteromorphic	NA	247290894	60940861	0.614600763206248	1.11733648836675
TimbUga_0984.Cattle.idxstats.txt	heteromorphic	NA	290558407	71128167	0.606289577504272	1.12324682862095
TimbUga_0985.Cattle.idxstats.txt	heteromorphic	NA	321464670	78418517	0.630539756514013	1.13205353502206
TimbUga_0986.Cattle.idxstats.txt	heteromorphic	NA	306078522	75834968	0.596157629921593	1.06874171403582
TimbTan_0784.Cattle.idxstats.txt	heteromorphic	NA	318348527	76523953	0.594830567906393	1.18811152558693
TimbTan_0785.Cattle.idxstats.txt	heteromorphic	NA	284999666	68982274	0.589952554662482	1.18011729896001
TimbTan_0786.Cattle.idxstats.txt	heteromorphic	NA	339903547	82189393	0.581821084368215	1.17878696616938
TimbTan_0787.Cattle.idxstats.txt	heteromorphic	NA	309355387	74609258	0.582731464536855	1.1729688448085
TimbTan_0788.Cattle.idxstats.txt	heteromorphic	NA	303680989	73294391	0.594333284283881	1.19186155936943
TimbTan_0789.Cattle.idxstats.txt	heteromorphic	NA	281853096	68034413	0.578893251764749	1.1788977923342
TimbTan_0790.Cattle.idxstats.txt	heteromorphic	NA	296552126	72016820	0.599961660947813	1.18571816772072
TimbTan_0792.Cattle.idxstats.txt	heteromorphic	NA	368711543	88933222	0.58844107594192	1.17928921424371
TimbTan_0793.Cattle.idxstats.txt	heteromorphic	NA	261972243	63653802	0.565889035785111	1.09329693281526
TimbTan_0794.Cattle.idxstats.txt	heteromorphic	NA	237231587	57173363	0.587285061300413	1.16630504443053
TimbTan_0795.Cattle.idxstats.txt	heteromorphic	NA	295828710	71435219	0.594775163280551	1.17901397040391
TimbTan_0796.Cattle.idxstats.txt	heteromorphic	NA	273560683	66000571	0.593258043232969	1.18604386145244
TimbTan_0797.Cattle.idxstats.txt	heteromorphic	NA	244611177	58915287	0.587860575468054	1.17902244988371
TimbTan_0798.Cattle.idxstats.txt	heteromorphic	NA	227570079	55236627	0.601872894449027	1.16341764051287
TimbTan_0799.Cattle.idxstats.txt	heteromorphic	NA	244820347	59527760	0.592607005518833	1.17455491830973
TimbTan_0801.Cattle.idxstats.txt	heteromorphic	NA	261520630	63269391	0.585117077132263	1.17969181477216
TimbTan_0802.Cattle.idxstats.txt	heteromorphic	NA	270289039	65247000	0.590718546943599	1.17078085222732
TimbTan_0803.Cattle.idxstats.txt	heteromorphic	NA	280815796	67574857	0.578331091420011	1.16692821224221
TimbTan_0804.Cattle.idxstats.txt	heteromorphic	NA	306850644	74619211	0.6051425616195	1.12730440891325
TimbTan_0805.Cattle.idxstats.txt	heteromorphic	NA	295402388	71427583	0.590391541222546	1.1601658590547
TimbTan_0806.Cattle.idxstats.txt	heteromorphic	NA	257213739	62671754	0.625913591590424	1.12607665979956
TimbTan_0807.Cattle.idxstats.txt	heteromorphic	NA	232482528	56680939	0.60541126867265	1.15088205588305
