Sample	Inferred_sex	Median_depth_sex_scaffolds	Nreads	NreadsNormalizing	minNormDepNormalizing	maxNormDepNormalizing
TstrNam_0742.Cattle.idxstats.txt	heteromorphic	0.59672454782861	232705153	55347135	0.647440663835221	1.06094916372529
TstrNam_0743.Cattle.idxstats.txt	homomorphic	1.07397898469589	259326188	67509429	0.996126447472771	1.06217835800886
TstrNam_0744.Cattle.idxstats.txt	homomorphic	1.11383236005867	289794248	75206507	0.988068628824894	1.07080779133089
TstrNam_0745.Cattle.idxstats.txt	heteromorphic	0.632611920569685	325013173	78786405	0.645021758757809	1.02801926692431
TstrNam_0746.Cattle.idxstats.txt	heteromorphic	0.579282449374188	334660901	80342627	0.66208899317007	1.05958489074158
TstrNam_0747.Cattle.idxstats.txt	heteromorphic	0.592804399729985	325108449	79173720	0.628407597273162	1.012290247112
TstrNam_0748.Cattle.idxstats.txt	homomorphic	0.98608977553698	222443922	59128155	0.953311387363309	1.0227697671526
TstrNam_0821.Cattle.idxstats.txt	heteromorphic	0.634348236362008	245762658	59127823	0.646479436868478	1.05186923881583
TstrZim_0822.Cattle.idxstats.txt	heteromorphic	0.598377736561476	266782179	63112680	0.610589250408775	1.06103450497078
TstrZim_0823.Cattle.idxstats.txt	heteromorphic	0.607216746864547	251889646	61318297	0.65384731236327	1.03580181470542
TstrZim_0824.Cattle.idxstats.txt	heteromorphic	0.624837172606637	260197889	61853744	0.621911204104509	1.05803882472033
TstrZim_0825.Cattle.idxstats.txt	heteromorphic	0.573282970186093	257324948	61244055	0.61551962499621	1.07626682636233
TstrZim_0826.Cattle.idxstats.txt	homomorphic	1.09828772650792	216009475	56896709	0.992032684833596	1.08446734982584
TstrZim_0827.Cattle.idxstats.txt	heteromorphic	0.618421188033438	238061230	56772250	0.628977983750534	1.05311580625298
TstrZim_0828.Cattle.idxstats.txt	heteromorphic	0.617585104260682	264190800	63003543	0.643609937049429	1.05628777031826
TstrZim_0829.Cattle.idxstats.txt	homomorphic	1.08927418747563	198061671	51625354	0.996549338846243	1.07739502357103
TstrZim_0830.Cattle.idxstats.txt	homomorphic	1.07823096916579	243095793	63137461	0.993307035491981	1.07040184558881
TstrBot_0750.Cattle.idxstats.txt	heteromorphic	0.639570865588788	306416013	72646504	0.622382759168367	1.06684080271396
TstrBot_0751.Cattle.idxstats.txt	heteromorphic	0.586088860155935	299699505	71048472	0.632569921314278	1.06141696349907
TstrBot_0752.Cattle.idxstats.txt	heteromorphic	0.537188894452294	361216541	86552005	0.645873198115363	1.05813890805984
TstrBot_0753.Cattle.idxstats.txt	heteromorphic	0.615191216209606	321407081	76680932	0.614657499137843	1.05468693343204
TstrBot_0755.Cattle.idxstats.txt	heteromorphic	0.58765166899498	326122712	77343691	0.612537051909957	1.05831318513461
TstrBot_0757.Cattle.idxstats.txt	heteromorphic	0.65361149613623	308213877	73008793	0.627242046108536	1.07035508861883
TstrBot_0758.Cattle.idxstats.txt	heteromorphic	0.568149455285837	281206121	66783130	0.63367206887272	1.07139831390519
TstrBot_0759.Cattle.idxstats.txt	heteromorphic	0.614995942251195	388432303	92388404	0.640119734849785	1.06150502428789
TstrBot_0760.Cattle.idxstats.txt	heteromorphic	0.624846342758797	373129322	88964981	0.639118224137762	1.05890966177448
TstrBot_0762.Cattle.idxstats.txt	heteromorphic	0.660541439311894	270128381	63698146	0.624989238272237	1.05657895895931
TstrTan_0831.Cattle.idxstats.txt	heteromorphic	0.543651834372057	263710222	63286889	0.655607313917185	1.05383209525509
TstrTan_0832.Cattle.idxstats.txt	heteromorphic	0.619134567534357	262082358	62750855	0.633713399253168	1.04940686448808
TstrTan_0833.Cattle.idxstats.txt	heteromorphic	0.573226145418593	244331920	58442694	0.639235001239046	1.04897519015591
TstrTan_0834.Cattle.idxstats.txt	heteromorphic	0.56416188948364	244286211	58410029	0.633140187985791	1.04821056932555
TstrTan_0835.Cattle.idxstats.txt	heteromorphic	0.59606214322164	281341011	67172057	0.626166952144556	1.05563362116489
TstrTan_0836.Cattle.idxstats.txt	heteromorphic	0.58171094043029	247423787	58889378	0.62856045145174	1.06243788633057
TstrTan_0837.Cattle.idxstats.txt	heteromorphic	0.572592035199076	242071717	58424181	0.658686137187835	1.04745760123329
TstrTan_0838.Cattle.idxstats.txt	heteromorphic	0.551343537347419	224074707	53860123	0.657926972468043	1.0495442173356
TstrTan_0839.Cattle.idxstats.txt	heteromorphic	0.60140066716413	286361157	68894575	0.649856762626844	1.05380795921057
TstrKen_0763.Cattle.idxstats.txt	homomorphic	1.02370246998016	372118021	96168755	0.986843354343346	1.12515629973768
TstrTan_0768.Cattle.idxstats.txt	heteromorphic	0.619006391136519	302591723	72078981	0.636287334660425	1.06763256994557
TstrTan_0769.Cattle.idxstats.txt	heteromorphic	0.513462873489472	304711390	74112181	0.626696804264011	1.01075402632773
TstrTan_0770.Cattle.idxstats.txt	heteromorphic	0.576490128469361	331243903	79774336	0.65897383299228	1.04954865142631
TstrNA-_0840.Cattle.idxstats.txt	heteromorphic	0.618409642558281	247904016	59072404	0.625544569644881	1.06133983300389
TstrRSA_0841.Cattle.idxstats.txt	heteromorphic	0.674302492120217	289177330	69757551	0.649406036329698	1.03759131893308
TstrZam_0842.Cattle.idxstats.txt	heteromorphic	0.57694339847597	235889560	56587374	0.637250850507314	1.05229916410455
TstrTan_0844.Cattle.idxstats.txt	heteromorphic	0.591780411636852	228907696	54539782	0.633542442116476	1.0623756089719
TstrTan_0845.Cattle.idxstats.txt	heteromorphic	0.627543156803878	238829126	56797195	0.634252875886791	1.05238116046283
TstrTan_0846.Cattle.idxstats.txt	heteromorphic	0.521462218263681	250864262	59795173	0.624767359286424	1.04959536059941
TstrTan_0847.Cattle.idxstats.txt	heteromorphic	0.54009187249767	225812830	53827130	0.629457283248394	1.05855480731531
TstrTan_0771.Cattle.idxstats.txt	heteromorphic	0.542472079713934	310196631	73908480	0.622074126659902	1.06346460344063
TstrTan_0848.Cattle.idxstats.txt	heteromorphic	0.489134934109555	287495559	69579846	0.62854587095395	1.03481336633149
TstrTan_0849.Cattle.idxstats.txt	heteromorphic	0.566709381739584	229571962	54834683	0.642415148666022	1.05641185225211
TstrTan_0850.Cattle.idxstats.txt	heteromorphic	0.610025964631206	235995301	57077538	0.67328654444305	1.05392849285033
TstrZam_0851.Cattle.idxstats.txt	heteromorphic	0.64404300438172	258884524	62169219	0.656768296256992	1.05420181890312
ToryZam_0619.Cattle.idxstats.txt	heteromorphic	0.586900257167261	271979921	65587669	0.64794571079122	1.05517822517235
TimbTan_0818.Cattle.idxstats.txt	heteromorphic	0.563700447864006	259390366	62244903	0.65303776286952	1.05050470062103
