Sample	Inferred_sex	Median_depth_sex_scaffolds	Nreads	NreadsNormalizing	minNormDepNormalizing	maxNormDepNormalizing
TspeBot_0867.Cattle.idxstats.txt	heteromorphic	0.620517930718101	227473655	54475626	0.599194942950497	1.16046071430011
TspeBot_0868.Cattle.idxstats.txt	heteromorphic	0.549826147999728	278027814	66538220	0.58165937130047	1.15701393950059
TspeBot_0869.Cattle.idxstats.txt	heteromorphic	0.592664770555224	242311261	58948860	0.594907509865723	1.12697636602883
TspeZam_0871.Cattle.idxstats.txt	heteromorphic	0.608908757514804	278958444	67966079	0.635970412153024	1.10959002373768
TspeTan_0872.Cattle.idxstats.txt	heteromorphic	0.586519926004477	289380321	69560383	0.616533615406497	1.12221555980766
TspeTan_0873.Cattle.idxstats.txt	heteromorphic	0.548923689190408	275632791	66582924	0.611745228573071	1.12965388407788
TspeTan_0874.Cattle.idxstats.txt	heteromorphic	0.556475441290107	253383231	61378751	0.616576734779737	1.14249098837333
TspeTan_0875.Cattle.idxstats.txt	heteromorphic	0.619533807445729	233906644	56321361	0.606947989085011	1.14289920925213
TspeTan_0876.Cattle.idxstats.txt	heteromorphic	0.53040293640922	247221366	59383139	0.595546333707454	1.1562600302749
TspeTan_0877.Cattle.idxstats.txt	heteromorphic	0.639608875902306	226449869	54317541	0.611165744537471	1.15663875315807
TspeTan_0878.Cattle.idxstats.txt	heteromorphic	0.635664936204125	270281635	64551268	0.584894796828937	1.17131878023433
TspeTan_0879.Cattle.idxstats.txt	heteromorphic	0.625412932346084	261615783	63422395	0.614547486963652	1.11148874757065
TspeTan_0881.Cattle.idxstats.txt	heteromorphic	0.639077374573364	288678946	68980249	0.60456832907116	1.13981013894597
TspeTan_0883.Cattle.idxstats.txt	heteromorphic	0.679299375969184	295095224	72038846	0.637021056258287	1.09561960383951
TspeTan_0884.Cattle.idxstats.txt	heteromorphic	0.650227719348897	300111179	73410469	0.636822734982227	1.10908656608896
TspeTan_0885.Cattle.idxstats.txt	heteromorphic	0.633461073720193	277352294	67063554	0.622082915593466	1.11400894811279
TspeTan_0886.Cattle.idxstats.txt	heteromorphic	0.66852246870585	246105007	59957341	0.612248661298405	1.11090335583338
TspeGha_0888.Cattle.idxstats.txt	homomorphic	1.06870419582812	288301559	74774535	0.988778323585429	1.1948830632878
TspeCam_1011.Cattle.idxstats.txt	heteromorphic	0.549580925261968	303379395	73367662	0.584521669438814	1.12360122674592
TspeCon_1012.Cattle.idxstats.txt	homomorphic	1.01804930737305	359202559	93726650	0.9891397815057	1.13146985016682
TspeCam_1013.Cattle.idxstats.txt	homomorphic	1.02723473222585	318917016	83488169	0.980565861167356	1.09178864224413
TspeCam_1014.Cattle.idxstats.txt	heteromorphic	0.619550796056983	293860633	70823885	0.609893141183878	1.10574056654096
TspeCam_1015.Cattle.idxstats.txt	heteromorphic	0.637538780254575	292018324	70979933	0.61941693810441	1.073689865889
TspeCam_1016.Cattle.idxstats.txt	heteromorphic	0.601847885477523	354643234	86783743	0.624246499971948	1.05612945636368
TspeCam_1017.Cattle.idxstats.txt	heteromorphic	0.572790622385274	182646863	44507045	0.613487422708934	1.07419311871692
TspeCam_1018.Cattle.idxstats.txt	homomorphic	1.02143864843426	355530506	92879382	0.987034335979641	1.14628128635102
TspeCam_1019.Cattle.idxstats.txt	heteromorphic	0.571404858135699	366466648	89287899	0.605167057849479	1.0736205809187
TspeCam_1020.Cattle.idxstats.txt	homomorphic	1.13517336466899	403618619	105639152	0.976870718813581	1.11214322166749
TspeCam_1021.Cattle.idxstats.txt	heteromorphic	0.620568894304974	405916091	98206696	0.603728543034334	1.10014508226089
TspeDRC_1022.Cattle.idxstats.txt	homomorphic	1.11877168621931	303202988	79088155	0.987527529857685	1.10247663975476
TspeDRC_1023.Cattle.idxstats.txt	homomorphic	1.15182952975434	312728386	82106772	0.981465925307195	1.13394535649067
TspeDRC_1024.Cattle.idxstats.txt	heteromorphic	0.569823910728609	366859340	89047451	0.623409593922614	1.1058469660607
TspeDRC_1025.Cattle.idxstats.txt	heteromorphic	0.5385116306536	352996134	85681438	0.622492901591626	1.10910401105226
